"userId","num.actions","action_bucket","num.movies","num.tv","perc.movies","name.length","num.liked","num.comments","num.dislikes","perc.liked","recently.active","days.inactive","liked","num.dislikes","num.comments","disliked","commented"
"exprima",10,"med",10,0,1,7,10,0,0,1,"2009-12-01 04:01:33",1269,1,0,0,0,0
"Thony",261,"power",181,80,0.693486590038314,5,261,0,0,1,"2009-12-01 10:57:34",1269,1,0,0,0,0
"billiam51",9,"med",9,0,1,9,9,0,0,1,"2009-12-01 16:33:23",1269,1,0,0,0,0
"rhodriwales",1,"low",1,0,1,11,1,0,0,1,"2009-12-01 23:17:08",1269,1,0,0,0,0
"abilashjram",12,"med",12,0,1,11,12,0,0,1,"2009-12-02 03:11:07",1268,1,0,0,0,0
"EiShields",1,"low",0,1,0,9,1,0,0,1,"2009-12-02 04:48:12",1268,1,0,0,0,0
"moofy",11,"med",7,4,0.636363636363636,5,11,0,0,1,"2009-12-02 05:42:03",1268,1,0,0,0,0
"dajuma",4,"med",4,0,1,6,4,0,0,1,"2009-12-02 07:18:03",1268,1,0,0,0,0
"DaGenius",3,"med",3,0,1,8,3,0,0,1,"2009-12-02 13:34:34",1268,1,0,0,0,0
"alpabeta",3,"med",3,0,1,8,3,0,0,1,"2009-12-02 14:33:16",1268,1,0,0,0,0
"gywolves",10,"med",10,0,1,8,10,0,0,1,"2009-12-02 15:08:45",1268,1,0,0,0,0
"malcwilliam",10,"med",10,0,1,11,10,0,0,1,"2009-12-02 16:34:43",1268,1,0,0,0,0
