"userId","num.actions","action_bucket","num.movies","num.tv","perc.movies","name.length","num.liked","num.comments","num.dislikes","perc.liked","recently.active","days.inactive","liked","num.dislikes","num.comments","disliked","commented"
"shgoda",2,"med",2,0,1,6,2,0,0,1,"2008-11-11 05:48:56",1654,1,0,0,0,0
"brianhaddad",10,"med",10,0,1,11,10,0,0,1,"2008-10-29 04:50:46",1667,1,0,0,0,0
"Babs",8,"med",7,1,0.875,4,8,0,0,1,"2009-10-11 20:03:00",1320,1,0,0,0,0
"icemonkey",33,"power",29,4,0.878787878787879,9,31,1,1,0.939393939393939,"2009-12-01 16:26:42",1269,1,1,1,1,1
"Modwild",2,"med",2,0,1,7,2,0,0,1,"2008-12-21 00:33:56",1614,1,0,0,0,0
"droop",20,"med",20,0,1,5,20,0,0,1,"2008-11-13 18:48:43",1652,1,0,0,0,0
"mstrickland",2,"med",1,1,0.5,11,2,0,0,1,"2008-11-23 01:04:19",1642,1,0,0,0,0
"lindsayerika",1,"low",1,0,1,12,1,0,0,1,"2008-10-27 21:11:19",1669,1,0,0,0,0
"gmckay",3,"med",1,2,0.333333333333333,6,3,0,0,1,"2008-12-14 15:02:00",1621,1,0,0,0,0
"sippey",1,"low",1,0,1,6,1,0,0,1,"2008-10-28 16:47:31",1668,1,0,0,0,0
"ColinWood",6,"med",4,2,0.666666666666667,9,6,0,0,1,"2008-12-05 19:22:46",1630,1,0,0,0,0
"drrwinters",7,"med",3,4,0.428571428571429,10,7,0,0,1,"2008-11-03 01:29:49",1662,1,0,0,0,0
"babytata",2,"med",2,0,1,8,2,0,0,1,"2008-11-09 12:08:59",1656,1,0,0,0,0
"bigdogis",1,"low",1,0,1,8,1,0,0,1,"2008-10-30 11:41:37",1666,1,0,0,0,0
"tzvipinchaus",1,"low",1,0,1,12,1,0,0,1,"2008-11-07 22:10:22",1658,1,0,0,0,0
"tomrj",1,"low",1,0,1,5,1,0,0,1,"2008-11-07 22:10:22",1658,1,0,0,0,0
"gnaples",2,"med",2,0,1,7,2,0,0,1,"2008-11-08 00:40:32",1657,1,0,0,0,0
"euanmarop",1,"low",1,0,1,9,1,0,0,1,"2008-11-08 10:41:17",1657,1,0,0,0,0
"jk2007",21,"power",20,1,0.952380952380952,6,21,0,0,1,"2008-11-08 17:54:38",1657,1,0,0,0,0
"debjeetbarua",1,"low",1,0,1,12,1,0,0,1,"2008-11-08 15:38:31",1657,1,0,0,0,0
"kangaroosterus",1,"low",1,0,1,14,1,0,0,1,"2008-11-08 18:02:20",1657,1,0,0,0,0
"flacruzb1",3,"med",3,0,1,9,2,1,0,0.666666666666667,"2008-11-08 19:58:54",1657,1,0,1,0,1
"isaiahbarney",1,"low",1,0,1,12,1,0,0,1,"2008-11-08 19:48:17",1657,1,0,0,0,0
"MassInsomnia",1,"low",1,0,1,12,1,0,0,1,"2008-11-09 00:59:37",1656,1,0,0,0,0
"michelboutros",2,"med",1,1,0.5,13,2,0,0,1,"2008-11-09 18:25:03",1656,1,0,0,0,0
"JRMedia",1,"low",1,0,1,7,1,0,0,1,"2008-11-09 14:16:39",1656,1,0,0,0,0
"itschemistry",1,"low",1,0,1,12,1,0,0,1,"2008-11-09 22:36:38",1656,1,0,0,0,0
"Rimzim",1,"low",1,0,1,6,1,0,0,1,"2008-11-10 01:36:41",1655,1,0,0,0,0
"baloulegrosours",1,"low",1,0,1,15,1,0,0,1,"2008-11-10 06:36:41",1655,1,0,0,0,0
"areilly",5,"med",4,1,0.8,7,5,0,0,1,"2008-11-10 20:41:33",1655,1,0,0,0,0
"SteveFeld",1,"low",1,0,1,9,1,0,0,1,"2008-11-11 04:04:52",1654,1,0,0,0,0
"andrewgmiles",5,"med",4,1,0.8,12,4,1,0,0.8,"2008-11-30 21:53:36",1635,1,0,1,0,1
"Jabberwockey",1,"low",1,0,1,12,1,0,0,1,"2008-11-17 03:44:11",1648,1,0,0,0,0
"NYCBhoy",1,"low",1,0,1,7,1,0,0,1,"2008-11-18 01:28:15",1647,1,0,0,0,0
"djkouza",1,"low",1,0,1,7,1,0,0,1,"2008-11-18 14:51:27",1647,1,0,0,0,0
"tokerud",5,"med",1,4,0.2,7,5,0,0,1,"2008-11-20 04:31:50",1645,1,0,0,0,0
"scrappy_scrapola",2,"med",2,0,1,16,2,0,0,1,"2008-12-04 02:00:15",1631,1,0,0,0,0
"Sandy Bouvier-Ingram",1,"low",0,1,0,20,1,0,0,1,"2008-11-21 19:57:27",1644,1,0,0,0,0
"musicfreak24",9,"med",9,0,1,12,9,0,0,1,"2008-11-22 21:18:24",1643,1,0,0,0,0
"Bodhipaksa",1,"low",1,0,1,10,1,0,0,1,"2008-11-25 15:52:09",1640,1,0,0,0,0
"zeps",1,"low",1,0,1,4,1,0,0,1,"2008-11-29 12:26:03",1636,1,0,0,0,0
"dokboy",1,"low",1,0,1,6,1,0,0,1,"2008-12-03 17:17:14",1632,1,0,0,0,0
"TrulyJudy",1,"low",1,0,1,9,1,0,0,1,"2008-12-04 23:53:05",1631,1,0,0,0,0
"jamez111",2,"med",1,1,0.5,8,2,0,0,1,"2009-10-12 05:02:32",1319,1,0,0,0,0
"olusanya",8,"med",3,5,0.375,8,8,0,0,1,"2009-01-07 18:06:13",1597,1,0,0,0,0
"rtbtesting",1,"low",1,0,1,10,1,0,0,1,"2008-12-09 19:38:11",1626,1,0,0,0,0
"Woosang",1,"low",1,0,1,7,0,1,0,0,"2008-12-13 06:45:56",1622,0,0,1,0,1
"piercarlos",2,"med",1,1,0.5,10,2,0,0,1,"2008-12-14 14:07:06",1621,1,0,0,0,0
"phansen1",1,"low",1,0,1,8,1,0,0,1,"2008-12-15 15:25:20",1620,1,0,0,0,0
"prit81",1,"low",1,0,1,6,1,0,0,1,"2008-12-16 05:39:29",1619,1,0,0,0,0
"ben67",1,"low",1,0,1,5,1,0,0,1,"2008-12-25 00:35:56",1610,1,0,0,0,0
"inkv",1,"low",1,0,1,4,1,0,0,1,"2008-12-25 13:41:44",1610,1,0,0,0,0
"isagita",1,"low",1,0,1,7,1,0,0,1,"2008-12-27 01:36:03",1608,1,0,0,0,0
"Cpt_Blondie_Pants",1,"low",1,0,1,17,1,0,0,1,"2008-12-27 13:57:00",1608,1,0,0,0,0
"Cavatica",10,"med",10,0,1,8,10,0,0,1,"2009-08-27 02:41:33",1365,1,0,0,0,0
"dyta",1,"low",1,0,1,4,1,0,0,1,"2008-12-29 04:46:18",1606,1,0,0,0,0
"cip",1,"low",1,0,1,3,1,0,0,1,"2008-12-31 01:51:07",1604,1,0,0,0,0
"angieroksmysocks",1,"low",0,1,0,16,1,0,0,1,"2008-12-31 21:31:16",1604,1,0,0,0,0
"Divinicus",1,"low",1,0,1,9,1,0,0,1,"2009-01-01 23:23:58",1603,1,0,0,0,0
"silentfury6591",1,"low",1,0,1,14,1,0,0,1,"2009-01-02 05:46:47",1602,1,0,0,0,0
"pdirty",2,"med",1,1,0.5,6,2,0,0,1,"2009-01-15 08:57:15",1589,1,0,0,0,0
"pwash7",1,"low",1,0,1,6,1,0,0,1,"2009-01-04 18:56:07",1600,1,0,0,0,0
"kumar_paira",1,"low",1,0,1,11,1,0,0,1,"2009-01-05 14:18:57",1599,1,0,0,0,0
"nabeelahmed",1,"low",1,0,1,11,1,0,0,1,"2009-01-06 22:03:03",1598,1,0,0,0,0
"olive2304",1,"low",1,0,1,9,1,0,0,1,"2009-01-06 23:36:19",1598,1,0,0,0,0
"adambullied",171,"power",156,15,0.912280701754386,11,139,0,32,0.812865497076023,"2009-11-04 16:30:41",1296,1,32,0,1,0
"tirralirra",1,"low",1,0,1,10,1,0,0,1,"2009-01-08 05:19:06",1596,1,0,0,0,0
"rensity",1,"low",1,0,1,7,1,0,0,1,"2009-01-10 15:08:29",1594,1,0,0,0,0
"shinyblackroses",3,"med",1,2,0.333333333333333,15,3,0,0,1,"2009-02-06 12:06:15",1567,1,0,0,0,0
"darkfox1",1,"low",1,0,1,8,0,1,0,0,"2009-01-13 01:04:23",1591,0,0,1,0,1
"xen304",1,"low",1,0,1,6,1,0,0,1,"2009-01-13 05:31:48",1591,1,0,0,0,0
"lili4",1,"low",1,0,1,5,1,0,0,1,"2009-01-13 17:33:46",1591,1,0,0,0,0
"dandhroberts",123,"power",112,11,0.910569105691057,12,118,3,2,0.959349593495935,"2009-11-27 17:42:32",1273,1,2,3,1,1
"danvp87",31,"power",10,21,0.32258064516129,7,31,0,0,1,"2009-06-27 13:29:10",1426,1,0,0,0,0
"michelleshea",3,"med",3,0,1,12,3,0,0,1,"2009-01-19 03:12:39",1585,1,0,0,0,0
"Heyday",1,"low",0,1,0,6,1,0,0,1,"2009-01-19 11:51:40",1585,1,0,0,0,0
"khanhjp",1,"low",0,1,0,7,1,0,0,1,"2009-01-20 03:49:01",1584,1,0,0,0,0
"Howardg",1,"low",1,0,1,7,1,0,0,1,"2009-01-21 08:06:34",1583,1,0,0,0,0
"PeteBirkeland",4,"med",3,1,0.75,13,4,0,0,1,"2009-11-16 04:23:12",1284,1,0,0,0,0
"funkmistressjoy",1,"low",1,0,1,15,1,0,0,1,"2009-01-23 23:43:46",1581,1,0,0,0,0
"tervs4",1,"low",1,0,1,6,1,0,0,1,"2009-01-24 00:17:51",1580,1,0,0,0,0
"apassley",1,"low",1,0,1,8,1,0,0,1,"2009-01-25 20:42:36",1579,1,0,0,0,0
"Chihuahua",1,"low",1,0,1,9,1,0,0,1,"2009-01-26 22:41:08",1578,1,0,0,0,0
"femaleprodigy",8,"med",2,6,0.25,13,8,0,0,1,"2009-11-18 19:02:24",1282,1,0,0,0,0
"alejandrotrag",1,"low",1,0,1,13,1,0,0,1,"2009-01-28 18:45:47",1576,1,0,0,0,0
"Littlebrat67",14,"med",3,11,0.214285714285714,12,14,0,0,1,"2009-01-28 22:49:30",1576,1,0,0,0,0
"stuvv",1,"low",1,0,1,5,1,0,0,1,"2009-02-02 19:33:58",1571,1,0,0,0,0
"luckycharms",1,"low",1,0,1,11,1,0,0,1,"2009-02-03 10:41:02",1570,1,0,0,0,0
"chuck_bass",1,"low",1,0,1,10,1,0,0,1,"2009-02-07 20:30:23",1566,1,0,0,0,0
"dephillips",1,"low",1,0,1,10,1,0,0,1,"2009-02-12 05:30:19",1561,1,0,0,0,0
"anja",1,"low",1,0,1,4,1,0,0,1,"2009-02-12 15:30:18",1561,1,0,0,0,0
"elainemg",1,"low",1,0,1,8,0,1,0,0,"2009-02-14 11:03:42",1559,0,0,1,0,1
"jhimes",1,"low",1,0,1,6,1,0,0,1,"2009-02-14 22:42:59",1559,1,0,0,0,0
"Roy_King",1,"low",0,1,0,8,1,0,0,1,"2009-02-16 06:09:08",1557,1,0,0,0,0
"xely",1,"low",1,0,1,4,1,0,0,1,"2009-02-16 17:00:32",1557,1,0,0,0,0
"kishori14",2,"med",2,0,1,9,2,0,0,1,"2009-02-17 14:44:53",1556,1,0,0,0,0
"dilipram",1,"low",1,0,1,8,1,0,0,1,"2009-02-17 18:30:48",1556,1,0,0,0,0
"belle_sea",1,"low",1,0,1,9,1,0,0,1,"2009-02-17 22:02:51",1556,1,0,0,0,0
"dj",25,"power",15,10,0.6,2,25,0,0,1,"2009-11-11 02:12:38",1289,1,0,0,0,0
"nicklimatnokia",1,"low",1,0,1,14,1,0,0,1,"2009-02-23 14:56:06",1550,1,0,0,0,0
"alex3cats",2,"med",2,0,1,9,2,0,0,1,"2009-02-23 23:33:19",1550,1,0,0,0,0
"SouxsieDelovely",1,"low",0,1,0,15,1,0,0,1,"2009-02-24 15:52:15",1549,1,0,0,0,0
"crawler767",1,"low",1,0,1,10,1,0,0,1,"2009-02-25 18:03:03",1548,1,0,0,0,0
"chs84",2,"med",2,0,1,5,2,0,0,1,"2009-02-27 13:02:58",1546,1,0,0,0,0
"reconfigures",1,"low",1,0,1,12,1,0,0,1,"2009-03-01 07:16:36",1544,1,0,0,0,0
"cm",1,"low",1,0,1,2,1,0,0,1,"2009-03-01 10:28:14",1544,1,0,0,0,0
"flp9001",3,"med",3,0,1,7,3,0,0,1,"2009-05-18 19:18:14",1466,1,0,0,0,0
"realberry",1,"low",0,1,0,9,1,0,0,1,"2009-03-06 01:41:36",1539,1,0,0,0,0
"maitreya",2,"med",2,0,1,8,2,0,0,1,"2009-05-05 20:18:17",1479,1,0,0,0,0
"alexlim11",1,"low",1,0,1,9,1,0,0,1,"2009-03-06 19:38:13",1539,1,0,0,0,0
"rjkennedy",1,"low",0,1,0,9,1,0,0,1,"2009-03-08 04:18:57",1537,1,0,0,0,0
"houshengzai1",1,"low",1,0,1,12,1,0,0,1,"2009-03-10 10:44:51",1535,1,0,0,0,0
"mswoozy",1,"low",1,0,1,7,1,0,0,1,"2009-03-16 18:34:46",1529,1,0,0,0,0
"pd",1,"low",1,0,1,2,1,0,0,1,"2009-03-19 01:36:13",1526,1,0,0,0,0
"hooraychining",22,"power",13,9,0.590909090909091,13,22,0,0,1,"2009-11-21 08:18:02",1279,1,0,0,0,0
"mesa",1,"low",1,0,1,4,1,0,0,1,"2009-03-19 14:51:43",1526,1,0,0,0,0
"bouncingGrey",2,"med",2,0,1,12,2,0,0,1,"2009-03-20 00:52:43",1525,1,0,0,0,0
"djakira",1,"low",1,0,1,7,0,1,0,0,"2009-03-20 11:32:13",1525,0,0,1,0,1
"ChristyMckinney",2,"med",2,0,1,15,2,0,0,1,"2009-03-21 13:17:35",1524,1,0,0,0,0
"teaandcrumpets",1,"low",0,1,0,14,1,0,0,1,"2009-03-21 19:30:08",1524,1,0,0,0,0
"rbragg1",1,"low",1,0,1,7,1,0,0,1,"2009-03-23 03:57:35",1522,1,0,0,0,0
"jnay",3,"med",3,0,1,4,3,0,0,1,"2009-03-23 14:00:05",1522,1,0,0,0,0
"mytingley",1,"low",1,0,1,9,1,0,0,1,"2009-03-24 07:23:08",1521,1,0,0,0,0
"alikelystory",10,"med",10,0,1,12,10,0,0,1,"2009-11-25 18:28:09",1275,1,0,0,0,0
"jpneathey",30,"power",12,18,0.4,9,30,0,0,1,"2009-08-20 22:04:56",1372,1,0,0,0,0
"angdwa",1,"low",1,0,1,6,1,0,0,1,"2009-03-29 10:58:02",1516,1,0,0,0,0
"JALER",113,"power",92,21,0.814159292035398,5,95,0,18,0.84070796460177,"2009-11-18 20:52:15",1282,1,18,0,1,0
"foad",2,"med",2,0,1,4,2,0,0,1,"2009-05-08 14:03:20",1476,1,0,0,0,0
"lilgreenfrog",8,"med",8,0,1,12,8,0,0,1,"2009-04-01 20:33:39",1513,1,0,0,0,0
"ericacm",1,"low",1,0,1,7,1,0,0,1,"2009-04-02 19:29:01",1512,1,0,0,0,0
"communityscrip",2,"med",2,0,1,14,1,1,0,0.5,"2009-04-02 22:11:26",1512,1,0,1,0,1
"toddbudnikas",4,"med",3,1,0.75,12,2,2,0,0.5,"2009-07-14 02:27:27",1409,1,0,2,0,1
"kenjamd",195,"power",162,33,0.830769230769231,7,176,19,0,0.902564102564103,"2009-12-02 16:00:34",1268,1,0,19,0,1
"lukulius",2,"med",1,1,0.5,8,2,0,0,1,"2009-04-03 23:34:36",1511,1,0,0,0,0
"Angiejoy",1,"low",1,0,1,8,1,0,0,1,"2009-04-04 03:40:23",1510,1,0,0,0,0
"tempus",3,"med",2,1,0.666666666666667,6,3,0,0,1,"2009-04-11 21:17:38",1503,1,0,0,0,0
"jasonbass",8,"med",2,6,0.25,9,6,2,0,0.75,"2009-05-08 15:04:53",1476,1,0,2,0,1
"zurceed",1,"low",1,0,1,7,1,0,0,1,"2009-04-07 18:06:40",1507,1,0,0,0,0
"spiken24",4,"med",0,4,0,8,2,2,0,0.5,"2009-04-16 23:51:59",1498,1,0,2,0,1
"czechowska",1,"low",1,0,1,10,1,0,0,1,"2009-04-09 08:15:36",1505,1,0,0,0,0
"MelindaNakamura",1,"low",1,0,1,15,1,0,0,1,"2009-04-09 20:13:31",1505,1,0,0,0,0
"kozmicblues",27,"power",25,2,0.925925925925926,11,27,0,0,1,"2009-11-30 02:02:16",1270,1,0,0,0,0
"tamvanta",1,"low",1,0,1,8,1,0,0,1,"2009-04-14 06:11:25",1500,1,0,0,0,0
"Oriana",1,"low",1,0,1,6,1,0,0,1,"2009-04-14 13:11:27",1500,1,0,0,0,0
"free2bemeinjesus",2,"med",0,2,0,16,2,0,0,1,"2009-07-21 20:07:08",1402,1,0,0,0,0
"JennKim",2,"med",1,1,0.5,7,2,0,0,1,"2009-10-30 05:18:40",1301,1,0,0,0,0
"Simiload",6,"med",4,2,0.666666666666667,8,6,0,0,1,"2009-04-21 09:20:42",1493,1,0,0,0,0
"rollyp",38,"power",33,5,0.868421052631579,6,28,10,0,0.736842105263158,"2009-11-22 20:06:37",1278,1,0,10,0,1
"tomzelenka",1,"low",0,1,0,10,1,0,0,1,"2009-04-20 18:52:18",1494,1,0,0,0,0
"coul81",2,"med",2,0,1,6,2,0,0,1,"2009-04-22 05:22:51",1492,1,0,0,0,0
"lillygustavus",31,"power",30,1,0.967741935483871,13,26,0,5,0.838709677419355,"2009-11-23 13:09:06",1277,1,5,0,1,0
"iamkarna",1,"low",1,0,1,8,1,0,0,1,"2009-04-23 10:16:55",1491,1,0,0,0,0
"Braizers",1,"low",1,0,1,8,1,0,0,1,"2009-04-23 20:03:31",1491,1,0,0,0,0
"alinefassina",2,"med",1,1,0.5,12,2,0,0,1,"2009-06-07 15:18:06",1446,1,0,0,0,0
"queencynequa",1,"low",0,1,0,12,1,0,0,1,"2009-04-29 15:15:39",1485,1,0,0,0,0
"alanreid",1,"low",1,0,1,8,1,0,0,1,"2009-05-04 12:55:12",1480,1,0,0,0,0
"willfoxy",7,"med",4,3,0.571428571428571,8,5,1,1,0.714285714285714,"2009-10-20 19:59:03",1311,1,1,1,1,1
"pakostefania",2,"med",2,0,1,12,2,0,0,1,"2009-10-13 20:16:28",1318,1,0,0,0,0
"mahmood3d",2,"med",1,1,0.5,9,2,0,0,1,"2009-05-05 18:48:48",1479,1,0,0,0,0
"mohanrajn84",1,"low",1,0,1,11,1,0,0,1,"2009-05-08 10:51:05",1476,1,0,0,0,0
"jezebeltheory",2,"med",0,2,0,13,2,0,0,1,"2009-05-09 01:47:17",1475,1,0,0,0,0
"beers.01",1,"low",1,0,1,8,1,0,0,1,"2009-05-13 23:49:23",1471,1,0,0,0,0
"MrEDJay",1,"low",1,0,1,7,1,0,0,1,"2009-05-14 20:49:41",1470,1,0,0,0,0
"glingesh_1984",1,"low",1,0,1,13,1,0,0,1,"2009-05-15 18:45:48",1469,1,0,0,0,0
"Kalifa",1,"low",1,0,1,6,1,0,0,1,"2009-05-16 02:43:38",1468,1,0,0,0,0
"jamesyeung",2,"med",1,1,0.5,10,2,0,0,1,"2009-05-17 02:47:57",1467,1,0,0,0,0
"chrisofspades",3,"med",2,1,0.666666666666667,13,3,0,0,1,"2009-05-22 18:35:19",1462,1,0,0,0,0
"scalland",184,"power",170,14,0.923913043478261,8,179,0,5,0.972826086956522,"2009-11-22 20:22:12",1278,1,5,0,1,0
"stuboy",1,"low",0,1,0,6,1,0,0,1,"2009-05-21 22:15:57",1463,1,0,0,0,0
"alumbra",1,"low",1,0,1,7,1,0,0,1,"2009-05-22 15:03:13",1462,1,0,0,0,0
"gotosleep",1,"low",1,0,1,9,1,0,0,1,"2009-05-22 15:07:00",1462,1,0,0,0,0
"ErikaL",13,"med",8,5,0.615384615384615,6,13,0,0,1,"2009-07-08 04:34:03",1415,1,0,0,0,0
"tycoon024",1,"low",1,0,1,9,0,1,0,0,"2009-05-24 22:23:24",1460,0,0,1,0,1
"drmtg954",1,"low",0,1,0,8,1,0,0,1,"2009-05-25 19:14:47",1459,1,0,0,0,0
"mkindness",11,"med",2,9,0.181818181818182,9,11,0,0,1,"2009-09-27 10:55:40",1334,1,0,0,0,0
"mhd5891",1,"low",1,0,1,7,1,0,0,1,"2009-05-29 03:53:53",1455,1,0,0,0,0
"DNUSADating",1,"low",1,0,1,11,1,0,0,1,"2009-05-30 00:36:45",1454,1,0,0,0,0
"jmcgra",1,"low",1,0,1,6,1,0,0,1,"2009-05-30 15:37:12",1454,1,0,0,0,0
"ZUHRI",1,"low",1,0,1,5,1,0,0,1,"2009-05-31 18:34:10",1453,1,0,0,0,0
"stagemanagergirl74",2,"med",0,2,0,18,2,0,0,1,"2009-06-23 00:31:35",1430,1,0,0,0,0
"Kross",3,"med",3,0,1,5,2,1,0,0.666666666666667,"2009-06-01 15:37:39",1452,1,0,1,0,1
"rajs",1,"low",1,0,1,4,1,0,0,1,"2009-06-01 17:50:20",1452,1,0,0,0,0
"sergiodenis",1,"low",1,0,1,11,1,0,0,1,"2009-06-01 19:38:09",1452,1,0,0,0,0
"szmirna",1,"low",1,0,1,7,1,0,0,1,"2009-06-02 19:33:23",1451,1,0,0,0,0
"kaila",1,"low",1,0,1,5,1,0,0,1,"2009-06-02 20:56:43",1451,1,0,0,0,0
"9791",1,"low",1,0,1,4,1,0,0,1,"2009-06-03 23:00:31",1450,1,0,0,0,0
"hendrysaputra",1,"low",1,0,1,13,1,0,0,1,"2009-06-04 10:04:31",1449,1,0,0,0,0
"Alex_Lemosa",1,"low",1,0,1,11,1,0,0,1,"2009-06-04 19:28:04",1449,1,0,0,0,0
"gototrip",1,"low",1,0,1,8,1,0,0,1,"2009-06-05 23:47:20",1448,1,0,0,0,0
"freshpizzy",1,"low",1,0,1,10,1,0,0,1,"2009-06-06 14:24:06",1447,1,0,0,0,0
"vodkapop",1,"low",1,0,1,8,1,0,0,1,"2009-06-07 17:50:38",1446,1,0,0,0,0
"twistedbitches",3,"med",1,2,0.333333333333333,14,3,0,0,1,"2009-06-08 17:49:34",1445,1,0,0,0,0
"DurraniAF",1,"low",1,0,1,9,1,0,0,1,"2009-06-08 18:24:06",1445,1,0,0,0,0
"rayan2377",1,"low",1,0,1,9,1,0,0,1,"2009-06-08 20:40:41",1445,1,0,0,0,0
"absabs",2,"med",1,1,0.5,6,2,0,0,1,"2009-06-08 21:38:07",1445,1,0,0,0,0
"atefshams",2,"med",2,0,1,9,1,1,0,0.5,"2009-06-09 04:52:09",1444,1,0,1,0,1
"pragnendra",2,"med",2,0,1,10,2,0,0,1,"2009-06-09 20:26:39",1444,1,0,0,0,0
"blackchips",1,"low",1,0,1,10,1,0,0,1,"2009-06-11 12:17:40",1442,1,0,0,0,0
"plivep",1,"low",1,0,1,6,1,0,0,1,"2009-06-12 02:48:07",1441,1,0,0,0,0
"zya",1,"low",1,0,1,3,1,0,0,1,"2009-06-12 11:13:34",1441,1,0,0,0,0
"hradczany",1,"low",1,0,1,9,1,0,0,1,"2009-06-12 22:50:41",1441,1,0,0,0,0
"MixBits",3,"med",3,0,1,7,2,1,0,0.666666666666667,"2009-07-02 16:30:49",1421,1,0,1,0,1
"jpaulpay",1,"low",1,0,1,8,1,0,0,1,"2009-06-14 18:57:34",1439,1,0,0,0,0
"Carl_Aldridge7",173,"power",167,6,0.965317919075145,14,163,0,10,0.942196531791908,"2009-12-02 12:30:35",1268,1,10,0,1,0
"RomainTrillard",1,"low",1,0,1,14,1,0,0,1,"2009-06-17 08:49:52",1436,1,0,0,0,0
"ibenks",7,"med",7,0,1,6,7,0,0,1,"2009-11-13 00:58:17",1287,1,0,0,0,0
"dicky2707",1,"low",1,0,1,9,1,0,0,1,"2009-06-17 21:41:51",1436,1,0,0,0,0
"raza",1,"low",1,0,1,4,1,0,0,1,"2009-06-20 23:45:20",1433,1,0,0,0,0
"bevkay",1,"low",1,0,1,6,1,0,0,1,"2009-06-21 14:11:11",1432,1,0,0,0,0
"kudus",1,"low",1,0,1,5,1,0,0,1,"2009-06-23 23:15:15",1430,1,0,0,0,0
"aleksandrgenbm",2,"med",1,1,0.5,14,2,0,0,1,"2009-07-08 18:52:20",1415,1,0,0,0,0
"FizzeL",1,"low",1,0,1,6,1,0,0,1,"2009-06-25 17:38:23",1428,1,0,0,0,0
"AntKerry",11,"med",11,0,1,8,10,1,0,0.909090909090909,"2009-07-24 17:44:35",1399,1,0,1,0,1
"mstyza",1,"low",1,0,1,6,1,0,0,1,"2009-06-30 06:29:08",1423,1,0,0,0,0
"readnwatchchris",2,"med",2,0,1,15,2,0,0,1,"2009-06-30 12:55:16",1423,1,0,0,0,0
"shadow64",1,"low",1,0,1,8,1,0,0,1,"2009-06-30 19:22:49",1423,1,0,0,0,0
"chloead",8,"med",8,0,1,7,8,0,0,1,"2009-07-02 01:51:55",1421,1,0,0,0,0
"tieuphongla",1,"low",1,0,1,11,1,0,0,1,"2009-07-03 17:10:17",1420,1,0,0,0,0
"BySerqaN47",1,"low",1,0,1,10,1,0,0,1,"2009-07-06 10:22:18",1417,1,0,0,0,0
"fars",3,"med",0,3,0,4,3,0,0,1,"2009-10-14 22:19:47",1317,1,0,0,0,0
"Pensin7",12,"med",10,2,0.833333333333333,7,11,1,0,0.916666666666667,"2009-08-12 23:32:17",1380,1,0,1,0,1
"ahallicks",2,"med",0,2,0,9,2,0,0,1,"2009-08-23 08:41:42",1369,1,0,0,0,0
"blackdahlia",1,"low",1,0,1,11,1,0,0,1,"2009-07-09 01:10:25",1414,1,0,0,0,0
"Lemmy",1,"low",1,0,1,5,1,0,0,1,"2009-07-09 08:23:24",1414,1,0,0,0,0
"diexanna",3,"med",2,1,0.666666666666667,8,3,0,0,1,"2009-08-23 08:45:16",1369,1,0,0,0,0
"randaabbass",1,"low",1,0,1,11,1,0,0,1,"2009-07-10 18:14:03",1413,1,0,0,0,0
"s26hedgehog",2,"med",1,1,0.5,11,1,1,0,0.5,"2009-08-27 00:08:11",1365,1,0,1,0,1
"Acidmoxy",1,"low",1,0,1,8,1,0,0,1,"2009-07-14 01:39:01",1409,1,0,0,0,0
"patinos",1,"low",0,1,0,7,1,0,0,1,"2009-07-15 19:55:40",1408,1,0,0,0,0
"monkeyman08854",1,"low",1,0,1,14,0,1,0,0,"2009-07-18 03:47:35",1405,0,0,1,0,1
"dominika347",1,"low",1,0,1,11,1,0,0,1,"2009-07-19 05:21:03",1404,1,0,0,0,0
"ekoprasetya",1,"low",1,0,1,11,1,0,0,1,"2009-07-19 22:20:21",1404,1,0,0,0,0
"David_Sands",1,"low",1,0,1,11,1,0,0,1,"2009-07-20 10:58:57",1403,1,0,0,0,0
"kareneberg",1,"low",1,0,1,10,1,0,0,1,"2009-07-22 01:11:54",1401,1,0,0,0,0
"rock1",1,"low",1,0,1,5,0,1,0,0,"2009-07-23 00:50:55",1400,0,0,1,0,1
"Beate94",1,"low",1,0,1,7,1,0,0,1,"2009-07-24 13:39:37",1399,1,0,0,0,0
"cbredhead",1,"low",1,0,1,9,1,0,0,1,"2009-07-24 18:14:49",1399,1,0,0,0,0
"dioni2a",3,"med",3,0,1,7,2,1,0,0.666666666666667,"2009-07-25 00:04:22",1398,1,0,1,0,1
"kokoiaga",3,"med",3,0,1,8,3,0,0,1,"2009-09-02 02:38:41",1359,1,0,0,0,0
"Manyra",38,"power",36,2,0.947368421052632,6,38,0,0,1,"2009-09-28 22:42:24",1333,1,0,0,0,0
"anupam17",1,"low",1,0,1,8,1,0,0,1,"2009-07-31 10:47:15",1392,1,0,0,0,0
"jensena",14,"med",7,7,0.5,7,14,0,0,1,"2009-08-01 02:33:32",1391,1,0,0,0,0
"Teratorns",21,"power",13,8,0.619047619047619,9,21,0,0,1,"2009-12-01 04:05:24",1269,1,0,0,0,0
"blanc2064",1,"low",1,0,1,9,1,0,0,1,"2009-08-02 07:10:56",1390,1,0,0,0,0
"RussellMcFarland",1,"low",1,0,1,16,1,0,0,1,"2009-08-02 14:31:58",1390,1,0,0,0,0
"PositiveLiving",1,"low",0,1,0,14,1,0,0,1,"2009-08-03 01:53:58",1389,1,0,0,0,0
